hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask,region,region_psgc,province,province_psgc,city_mun,city_mun_psgc,north_coord,east_coord
DOH000000000000229,933,BUSTOS COMMUNITY HOSPITAL,2020-04-24 9:09:16,2020-04-24 9:09:16,2020-04-24,19,1500,300,2,100,75,300,350,0,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BUSTOS,PH031406000,14.953463,120.91923
DOH000000000000230,2308,LASAM DISTRICT HOSPITAL,2020-05-01 8:51:49,2020-05-01 8:51:49,2020-05-01,0,3,0,0,0,0,0,200,0,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000230,3691,LASAM DISTRICT HOSPITAL,2020-05-08 8:17:18,2020-05-08 8:17:18,2020-05-08,10,45,45,45,45,45,10,45,45,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000230,517,LASAM DISTRICT HOSPITAL,2020-04-17 16:53:29,2020-04-17 16:53:29,2020-04-17,30,250,30,25,0,0,25,250,30,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000230,5277,LASAM DISTRICT HOSPITAL,2020-05-15 8:09:29,2020-05-15 8:09:29,2020-05-15,10,45,45,45,45,45,10,45,45,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000230,6990,LASAM DISTRICT HOSPITAL,2020-05-22 8:24:32,2020-05-22 8:24:32,2020-05-22,45,0,45,45,45,45,0,2250,45,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000230,918,LASAM DISTRICT HOSPITAL,2020-04-24 9:03:38,2020-04-24 9:03:38,2020-04-24,0,2,25,20,23,0,10,3,10,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,LASAM,PH021517000,18.063701,121.609414
DOH000000000000231,2449,LUBANG DISTRICT HOSPITAL,2020-05-01 9:44:35,2020-05-01 9:44:35,2020-05-01,20,406,100,2,27,114,80,196,12,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,13.85389,120.10777
DOH000000000000231,3883,LUBANG DISTRICT HOSPITAL,2020-05-08 9:23:30,2020-05-08 9:23:30,2020-05-08,20,350,80,2,27,128,80,181,16,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,13.85389,120.10777
DOH000000000000231,5480,LUBANG DISTRICT HOSPITAL,2020-05-15 9:13:27,2020-05-15 9:13:27,2020-05-15,20,360,139,12,37,138,100,267,62,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,13.85389,120.10777
DOH000000000000231,7102,LUBANG DISTRICT HOSPITAL,2020-05-22 8:55:26,2020-05-22 8:55:26,2020-05-22,90,260,132,32,77,138,123,291,76,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,13.85389,120.10777
DOH000000000000231,887,LUBANG DISTRICT HOSPITAL,2020-04-24 8:52:57,2020-04-24 8:52:57,2020-04-24,10,206,100,2,25,109,5,100,12,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,LUBANG,PH175104000,13.85389,120.10777
DOH000000000000232,1085,SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-24 10:16:48,2020-04-24 10:16:48,2020-04-24,120,1500,720,45,50,360,90,600,25,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000232,259,SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-17 13:29:31,2020-04-17 13:29:31,2020-04-17,132,1000,800,52,30,385,100,500,50,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000232,3342,SAN SEBASTIAN DISTRICT HOSPITAL,2020-05-02 6:51:42,2020-05-02 6:51:42,2020-05-02,107,800,600,40,100,180,200,150,20,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000232,3845,SAN SEBASTIAN DISTRICT HOSPITAL,2020-05-08 9:06:40,2020-05-08 9:06:40,2020-05-08,275,400,5000,41,153,200,175,300,470,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000232,5442,SAN SEBASTIAN DISTRICT HOSPITAL,2020-05-15 9:01:46,2020-05-15 9:01:46,2020-05-15,120,800,6000,30,50,600,150,700,310,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000232,7167,SAN SEBASTIAN DISTRICT HOSPITAL,2020-05-22 9:18:03,2020-05-22 9:18:03,2020-05-22,174,500,5700,368,106,150,188,700,280,REGION IV-B (MIMAROPA),PH170000000,OCCIDENTAL MINDORO,PH175100000,SABLAYAN,PH175109000,12.84571,120.78698
DOH000000000000233,113,TOLEDO CITY GENERAL HOSPITAL,2020-04-17 10:26:09,2020-04-17 10:26:09,2020-04-17,37,1600,84,9,10,39,139,1449,4,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,TOLEDO CITY,PH072251000,10.371938,123.638403
DOH000000000000233,4979,TOLEDO CITY GENERAL HOSPITAL,2020-05-09 11:16:48,2020-05-09 11:16:48,2020-05-09,16,8700,1167,50,16,1820,89,2811,56,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,TOLEDO CITY,PH072251000,10.371938,123.638403
DOH000000000000233,6585,TOLEDO CITY GENERAL HOSPITAL,2020-05-16 10:24:02,2020-05-16 10:24:02,2020-05-16,28,7600,781,93,12,629,96,2967,114,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,TOLEDO CITY,PH072251000,10.371938,123.638403
DOH000000000000234,3728,BINDOY DISTRICT HOSPITAL,2020-05-08 8:30:24,2020-05-08 8:30:24,2020-05-08,52,0,190,2,52,499,372,42,42,REGION VII (CENTRAL VISAYAS),PH070000000,NEGROS ORIENTAL,PH074600000,BINDOY (PAYABON),PH074607000,9.7948399,123.1403503
DOH000000000000234,5511,BINDOY DISTRICT HOSPITAL,2020-05-15 9:22:58,2020-05-15 9:22:58,2020-05-15,0,0,185,2,38,500,300,38,38,REGION VII (CENTRAL VISAYAS),PH070000000,NEGROS ORIENTAL,PH074600000,BINDOY (PAYABON),PH074607000,9.7948399,123.1403503
DOH000000000000234,7686,BINDOY DISTRICT HOSPITAL,2020-05-22 13:32:44,2020-05-22 13:32:44,2020-05-22,0,1300,493,2,101,780,625,300,151,REGION VII (CENTRAL VISAYAS),PH070000000,NEGROS ORIENTAL,PH074600000,BINDOY (PAYABON),PH074607000,9.7948399,123.1403503
DOH000000000000235,1263,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-04-24 11:59:07,2020-04-24 11:59:07,2020-04-24,0,0,100,0,25,100,0,1000,180,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000235,2244,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-05-01 8:32:19,2020-05-01 8:32:19,2020-05-01,0,0,100,0,25,100,0,1000,180,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000235,281,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-04-17 13:49:37,2020-04-17 13:49:37,2020-04-17,0,0,100,0,25,100,0,1000,180,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000235,3814,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-05-08 8:56:23,2020-05-08 8:56:23,2020-05-08,0,0,70,0,18,70,0,850,145,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000235,5915,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-05-15 12:29:20,2020-05-15 12:29:20,2020-05-15,0,0,60,0,15,60,0,800,135,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000235,6821,MATILDE A. OLIVAS DISTRICT HOSPITAL,2020-05-22 7:06:24,2020-05-22 7:06:24,2020-05-22,0,0,40,0,10,40,0,600,105,REGION II (CAGAYAN VALLEY),PH020000000,CAGAYAN,PH021500000,CAMALANIUGAN,PH021510000,18.241202,121.683443
DOH000000000000236,1105,Ospital ng Palawan,2020-04-24 10:28:24,2020-04-24 10:28:24,2020-04-24,80,11000,12000,120,200,600,100,5500,10,REGION IV-B (MIMAROPA),PH170000000,PALAWAN,PH175300000,PUERTO PRINCESA CITY (Capital),PH175316000,9.74804,118.74415
DOH000000000000236,3246,Ospital ng Palawan,2020-05-01 17:16:52,2020-05-01 17:16:52,2020-05-01,117,10000,10997,105,200,450,300,3700,32,REGION IV-B (MIMAROPA),PH170000000,PALAWAN,PH175300000,PUERTO PRINCESA CITY (Capital),PH175316000,9.74804,118.74415
DOH000000000000236,3687,Ospital ng Palawan,2020-05-08 8:16:59,2020-05-08 8:16:59,2020-05-08,117,9700,10495,105,200,450,300,3606,13,REGION IV-B (MIMAROPA),PH170000000,PALAWAN,PH175300000,PUERTO PRINCESA CITY (Capital),PH175316000,9.74804,118.74415
DOH000000000000236,5426,Ospital ng Palawan,2020-05-15 8:57:16,2020-05-15 8:57:16,2020-05-15,117,9200,10395,99,188,150,294,3556,13,REGION IV-B (MIMAROPA),PH170000000,PALAWAN,PH175300000,PUERTO PRINCESA CITY (Capital),PH175316000,9.74804,118.74415
DOH000000000000236,8029,Ospital ng Palawan,2020-05-22 16:49:02,2020-05-22 16:49:02,2020-05-22,117,8800,9895,98,188,450,273,3306,0,REGION IV-B (MIMAROPA),PH170000000,PALAWAN,PH175300000,PUERTO PRINCESA CITY (Capital),PH175316000,9.74804,118.74415
DOH000000000000239,119,CAWAYAN MUNICIPAL HOSPITAL,2020-04-17 10:37:11,2020-04-17 10:37:11,2020-04-17,37,300,60,5,5,5,32,80,6,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000239,3213,CAWAYAN MUNICIPAL HOSPITAL,2020-05-01 16:51:56,2020-05-01 16:51:56,2020-05-01,43,100,55,5,5,5,42,50,5,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000239,4544,CAWAYAN MUNICIPAL HOSPITAL,2020-05-08 15:02:05,2020-05-08 15:02:05,2020-05-08,58,350,67,10,5,5,65,250,5,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000239,5699,CAWAYAN MUNICIPAL HOSPITAL,2020-05-15 10:39:34,2020-05-15 10:39:34,2020-05-15,26,200,29,10,23,33,70,450,5,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000239,7752,CAWAYAN MUNICIPAL HOSPITAL,2020-05-22 14:17:57,2020-05-22 14:17:57,2020-05-22,32,200,38,14,38,33,37,600,5,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000239,892,CAWAYAN MUNICIPAL HOSPITAL,2020-04-24 8:54:06,2020-04-24 8:54:06,2020-04-24,37,250,80,5,5,5,37,60,5,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,11.943916,123.761744
DOH000000000000240,2304,ZAPANTA GENERAL HOSPITAL,2020-05-01 8:50:19,2020-05-01 8:50:19,2020-05-01,15,75,0,0,0,0,20,50,15,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000240,33,ZAPANTA GENERAL HOSPITAL,2020-04-17 8:20:40,2020-04-17 8:20:40,2020-04-17,15,100,0,0,0,0,20,70,20,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000240,3997,ZAPANTA GENERAL HOSPITAL,2020-05-08 10:05:00,2020-05-08 10:05:00,2020-05-08,10,75,0,0,0,0,20,50,0,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000240,5514,ZAPANTA GENERAL HOSPITAL,2020-05-15 9:24:33,2020-05-15 9:24:33,2020-05-15,20,130,0,0,0,0,25,75,0,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000240,6813,ZAPANTA GENERAL HOSPITAL,2020-05-22 6:57:11,2020-05-22 6:57:11,2020-05-22,10,135,0,0,5,0,50,60,20,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000240,912,ZAPANTA GENERAL HOSPITAL,2020-04-24 9:02:36,2020-04-24 9:02:36,2020-04-24,10,100,0,0,10,0,20,25,10,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,PIO DURAN,PH050513000,13.198807,123.608882
DOH000000000000241,1051,"DR. YANGA'S HOSPITAL, INC.",2020-04-24 10:03:58,2020-04-24 10:03:58,2020-04-24,50,2000,900,0,77,300,20,400,85,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,14.796264,120.924726
DOH000000000000241,3223,"DR. YANGA'S HOSPITAL, INC.",2020-05-01 16:56:14,2020-05-01 16:56:14,2020-05-01,30,1500,700,0,45,220,30,320,45,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,14.796264,120.924726
DOH000000000000241,4188,"DR. YANGA'S HOSPITAL, INC.",2020-05-08 11:29:42,2020-05-08 11:29:42,2020-05-08,30,6000,700,0,70,600,10,280,0,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,14.796264,120.924726
DOH000000000000241,5890,"DR. YANGA'S HOSPITAL, INC.",2020-05-15 12:15:56,2020-05-15 12:15:56,2020-05-15,30,4250,600,0,61,500,20,600,93,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,14.796264,120.924726
DOH000000000000241,7984,"DR. YANGA'S HOSPITAL, INC.",2020-05-22 16:23:09,2020-05-22 16:23:09,2020-05-22,140,950,300,40,51,500,20,520,71,REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,14.796264,120.924726
DOH000000000000243,1015,MAPANDAN COMMUNITY HOSPITAL,2020-04-24 9:42:00,2020-04-24 9:42:00,2020-04-24,5,97,5,4,17,5,180,33,2,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,MAPANDAN,PH015528000,16.024471,120.456321
DOH000000000000243,2193,MAPANDAN COMMUNITY HOSPITAL,2020-05-01 8:14:18,2020-05-01 8:14:18,2020-05-01,5,97,5,4,17,5,180,33,2,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,MAPANDAN,PH015528000,16.024471,120.456321
DOH000000000000243,4359,MAPANDAN COMMUNITY HOSPITAL,2020-05-08 13:16:35,2020-05-08 13:16:35,2020-05-08,4,90,5,4,10,5,169,35,10,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,MAPANDAN,PH015528000,16.024471,120.456321
DOH000000000000243,5329,MAPANDAN COMMUNITY HOSPITAL,2020-05-15 8:27:31,2020-05-15 8:27:31,2020-05-15,1009,107,5,1062,1016,1058,297,5,1080,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,MAPANDAN,PH015528000,16.024471,120.456321
DOH000000000000243,7207,MAPANDAN COMMUNITY HOSPITAL,2020-05-22 9:34:52,2020-05-22 9:34:52,2020-05-22,1009,107,5,1062,1016,1058,297,5,1080,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,MAPANDAN,PH015528000,16.024471,120.456321
DOH000000000000244,2329,SANTA ROSA COMMUNITY HOSPITAL,2020-05-01 8:59:25,2020-05-01 8:59:25,2020-05-01,12,200,0,3,0,0,50,50,0,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,LAPU-LAPU CITY (OPON),PH072226000,10.2706823,124.0604091
DOH000000000000244,4967,SANTA ROSA COMMUNITY HOSPITAL,2020-05-09 10:25:05,2020-05-09 10:25:05,2020-05-09,45,900,0,3,0,0,35,300,0,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,LAPU-LAPU CITY (OPON),PH072226000,10.2706823,124.0604091
DOH000000000000244,6552,SANTA ROSA COMMUNITY HOSPITAL,2020-05-16 8:27:20,2020-05-16 8:27:20,2020-05-16,60,850,60,48,2,2,50,250,0,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,LAPU-LAPU CITY (OPON),PH072226000,10.2706823,124.0604091
DOH000000000000244,7383,SANTA ROSA COMMUNITY HOSPITAL,2020-05-22 10:42:27,2020-05-22 10:42:27,2020-05-22,50,400,15,30,15,15,50,900,0,REGION VII (CENTRAL VISAYAS),PH070000000,CEBU,PH072200000,LAPU-LAPU CITY (OPON),PH072226000,10.2706823,124.0604091
DOH000000000000245,1536,GABALDON MEDICARE AND COMMUNITY HOSPITAL,2020-04-24 14:53:19,2020-04-24 14:53:19,2020-04-24,10,100,10,1,0,10,10,0,0,REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,GABALDON (BITULOK & SABANI),PH034907000,15.4533132,121.3415736
DOH000000000000245,2047,GABALDON MEDICARE AND COMMUNITY HOSPITAL,2020-05-01 4:17:45,2020-05-01 4:17:45,2020-05-01,8,70,8,1,0,8,10,0,0,REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,GABALDON (BITULOK & SABANI),PH034907000,15.4533132,121.3415736
DOH000000000000245,3526,GABALDON MEDICARE AND COMMUNITY HOSPITAL,2020-05-08 4:48:28,2020-05-08 4:48:28,2020-05-08,5,40,5,1,0,5,8,0,0,REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,GABALDON (BITULOK & SABANI),PH034907000,15.4533132,121.3415736
DOH000000000000245,5118,GABALDON MEDICARE AND COMMUNITY HOSPITAL,2020-05-15 4:38:20,2020-05-15 4:38:20,2020-05-15,3,25,2,1,0,2,3,0,0,REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,GABALDON (BITULOK & SABANI),PH034907000,15.4533132,121.3415736
DOH000000000000245,6760,GABALDON MEDICARE AND COMMUNITY HOSPITAL,2020-05-22 4:46:15,2020-05-22 4:46:15,2020-05-22,1,10,1,1,0,1,2,0,0,REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,GABALDON (BITULOK & SABANI),PH034907000,15.4533132,121.3415736
DOH000000000000246,1207,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-04-24 11:27:08,2020-04-24 11:27:08,2020-04-24,63,800,480,40,1,20,63,900,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000246,146,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-04-17 11:13:15,2020-04-17 11:13:15,2020-04-17,10,20,40,60,1,10,55,300,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000246,2310,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-05-01 8:52:13,2020-05-01 8:52:13,2020-05-01,95,700,400,40,1,19,100,800,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000246,3892,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-05-08 9:26:34,2020-05-08 9:26:34,2020-05-08,125,500,320,48,16,18,130,600,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000246,5983,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-05-15 13:18:55,2020-05-15 13:18:55,2020-05-15,95,250,220,46,16,18,85,400,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000246,6783,SAN JOSE MEDICARE COMMUNITY HOSPITAL,2020-05-22 6:13:05,2020-05-22 6:13:05,2020-05-22,90,100,100,45,16,17,82,650,0,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,13.700603,123.518768
DOH000000000000247,2055,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-05-01 6:03:21,2020-05-01 6:03:21,2020-05-01,12,17100,153,5,72,115,162,4450,171,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000247,246,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-04-17 13:13:28,2020-04-17 13:13:28,2020-04-17,26,18200,212,7,84,23,126,4900,227,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000247,3545,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-05-08 6:16:02,2020-05-08 6:16:02,2020-05-08,10,16840,45,5,119,32,205,4345,244,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000247,5139,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-05-15 6:31:58,2020-05-15 6:31:58,2020-05-15,68,16350,22,4,93,128,217,4853,242,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000247,6782,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-05-22 6:12:25,2020-05-22 6:12:25,2020-05-22,78,15700,16,3,77,122,204,4100,240,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000247,721,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,2020-04-24 6:47:14,2020-04-24 6:47:14,2020-04-24,22,18300,294,9,82,147,114,4900,204,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,13.598144,124.1088
DOH000000000000248,6636,LA PAZ DISTRICT HOSPITAL,2020-05-16 14:49:55,2020-05-16 14:49:55,2020-05-16,0,700,0,0,10,50,32,0,0,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,ABRA,PH140100000,LA PAZ,PH140108000,17.6790753,120.688737
DOH000000000000248,7604,LA PAZ DISTRICT HOSPITAL,2020-05-22 12:49:08,2020-05-22 12:49:08,2020-05-22,0,700,0,0,10,50,32,0,0,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,ABRA,PH140100000,LA PAZ,PH140108000,17.6790753,120.688737
DOH000000000000252,2051,PANDAN DISTRICT HOSPITAL,2020-05-01 5:52:29,2020-05-01 5:52:29,2020-05-01,18,80,0,8,0,0,0,680,30,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000252,295,PANDAN DISTRICT HOSPITAL,2020-04-17 14:10:16,2020-04-17 14:10:16,2020-04-17,5,200,0,0,0,0,0,450,30,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000252,3806,PANDAN DISTRICT HOSPITAL,2020-05-08 8:53:28,2020-05-08 8:53:28,2020-05-08,23,280,0,13,0,0,0,890,90,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000252,5487,PANDAN DISTRICT HOSPITAL,2020-05-15 9:15:46,2020-05-15 9:15:46,2020-05-15,43,350,0,13,0,0,10,850,84,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000252,6790,PANDAN DISTRICT HOSPITAL,2020-05-22 6:21:51,2020-05-22 6:21:51,2020-05-22,43,280,0,13,0,0,10,710,84,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000252,886,PANDAN DISTRICT HOSPITAL,2020-04-24 8:52:12,2020-04-24 8:52:12,2020-04-24,13,80,0,8,0,0,0,240,30,REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,14.046118,124.171203
DOH000000000000253,1603,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-04-24 15:28:39,2020-04-24 15:28:39,2020-04-24,79,5342,2036,50,107,96,92,5080,261,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
DOH000000000000253,231,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-04-17 12:51:03,2020-04-17 12:51:03,2020-04-17,80,9400,2104,50,119,100,100,5678,265,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
DOH000000000000253,2681,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-05-01 11:45:03,2020-05-01 11:45:03,2020-05-01,74,8934,1974,143,107,96,178,4829,261,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
DOH000000000000253,4388,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-05-08 13:36:35,2020-05-08 13:36:35,2020-05-08,74,9434,2473,100,116,146,181,5457,0,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
DOH000000000000253,5998,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-05-15 13:29:19,2020-05-15 13:29:19,2020-05-15,70,9034,2386,91,116,140,196,5009,0,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
DOH000000000000253,7506,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-05-22 11:51:22,2020-05-22 11:51:22,2020-05-22,69,7634,2341,82,116,140,185,4562,0,REGION XI (DAVAO REGION),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,7.127321,125.896058
